indicator,region,year,gender,primary value,absolute value
683,46,2022,total,8.6,27646
683,361,2022,total,14.7,258
683,560,2022,total,11.3,10454
683,181,2022,total,12.8,212
683,578,2022,total,11.8,3322
683,27,2022,total,5.1,15
683,274,2022,total,13.0,171
683,505,2022,total,12.8,13097
683,201,2022,total,12.0,827
683,728,2022,total,6.5,1127
683,976,2022,total,11.9,15240
683,306,2022,total,15.6,133
683,156,2022,total,11.5,647
683,385,2022,total,16.6,293
683,186,2022,total,13.5,1097
683,107,2022,total,14.3,777
683,64,2022,total,16.4,571
683,250,2022,total,11.9,311
683,448,2022,total,12.9,2289
683,343,2022,total,13.6,322
683,355,2022,total,12.8,654
683,144,2022,total,15.9,276
683,554,2022,total,16.4,1486
683,964,2022,total,12.1,4436
683,4,2022,total,12.9,180
683,237,2022,total,13.0,605
683,331,2022,total,9.9,352
683,846,2022,total,13.6,64166
683,76,2022,total,5.3,151
683,132,2022,total,13.7,137
683,52,2023,total,11.7,705
683,224,2023,total,14.1,281
683,69,2023,total,13.6,170
683,179,2023,total,11.3,554
683,301,2023,total,18.6,336
683,5,2023,total,14.3,947
683,318,2023,total,15.9,330
683,84,2023,total,15.0,605
683,115,2023,total,12.1,284
683,37,2023,total,13.4,577
683,271,2023,total,8.9,461
683,975,2023,total,12.1,14861
683,397,2023,total,12.3,927
683,20,2023,total,8.4,12348
683,288,2023,total,9.8,1049
683,209,2023,total,11.6,113
683,834,2023,total,11.7,46656
683,445,2023,total,11.0,836
683,613,2023,total,13.8,15148
683,536,2023,total,12.1,14861
683,383,2023,total,13.6,428
683,368,2023,total,13.3,720
683,961,2023,total,10.9,6343
683,551,2023,total,13.6,10241
683,87,2023,total,16.6,180
683,586,2023,total,12.7,1515
683,112,2023,total,15.3,1199
683,118,2023,total,16.8,864
683,330,2023,total,14.5,430
683,347,2023,total,12.1,3953
683,253,2023,total,11.4,2725
683,191,2023,total,11.1,197
683,728,2023,total,6.8,1191
683,23,2023,total,14.6,210
683,602,2023,total,12.2,15491
683,837,2023,total,12.3,31324
683,197,2023,total,17.3,1290
683,242,2023,total,10.4,1305
683,501,2023,total,10.3,9750
683,972,2023,total,14.6,13976
683,351,2023,total,13.7,1618
683,34,2023,total,7.6,72
683,274,2023,total,13.2,172
683,504,2023,total,12.9,5591
683,610,2023,total,14.6,13976
683,583,2023,total,15.9,1214
683,427,2023,total,20.6,831
683,26,2023,total,6.6,21
683,173,2023,total,13.6,371
683,525,2023,total,13.0,7159
683,55,2023,total,11.5,3076
683,250,2023,total,12.0,321
683,448,2023,total,13.0,2330
683,221,2023,total,11.6,624
683,964,2023,total,12.5,4584
683,144,2023,total,16.4,280
683,554,2023,total,16.5,1488
683,498,2023,total,14.6,13976
683,344,2023,total,14.2,3011
683,543,2023,total,12.3,3175
683,136,2023,total,11.0,413
683,579,2023,total,10.7,13044
683,95,2023,total,12.3,885
683,151,2023,total,13.1,4082
683,406,2023,total,10.7,3634
683,260,2023,total,15.4,634
683,515,2023,total,12.5,1379
683,594,2023,total,11.7,1020
683,605,2023,total,12.0,15107
683,44,2023,total,13.5,1697
683,126,2023,total,13.5,840
683,793,2023,total,10.3,460
683,841,2023,total,12.2,81700
683,263,2023,total,18.3,756
683,13,2023,total,5.8,18
683,77,2023,total,16.8,519
683,232,2023,total,13.5,137
683,967,2023,total,13.4,13414
683,296,2023,total,14.1,687
683,358,2023,total,17.3,446
683,389,2023,total,11.0,10656
683,92,2023,total,10.5,2093
683,58,2023,total,13.1,5214
683,325,2023,total,12.9,112
683,431,2023,total,14.2,299
683,495,2023,total,11.7,8962
683,608,2023,total,14.5,3785
683,238,2023,total,10.7,120
683,133,2023,total,9.2,2056
683,328,2023,total,12.9,449
683,259,2023,total,14.4,823
683,304,2023,total,15.7,287
683,19,2023,total,15.3,181
683,488,2023,total,9.7,86168
683,561,2023,total,15.1,540
683,576,2023,total,9.4,2458
683,184,2023,total,11.5,4636
683,597,2023,total,6.7,619
683,154,2023,total,11.0,404
683,202,2023,total,12.9,3584
683,796,2023,total,10.8,1817
683,539,2023,total,14.0,6908
683,108,2023,total,15.1,383
683,187,2023,total,12.5,1282
683,293,2023,total,10.6,299
683,413,2023,total,10.6,12424
683,904,2023,total,13.9,63778
683,62,2023,total,14.7,655
683,492,2023,total,12.5,35582
683,235,2023,total,11.0,627
683,518,2023,total,11.0,19823
683,2,2023,total,14.9,840
683,844,2023,total,6.8,1191
683,307,2023,total,12.3,153
683,74,2023,total,13.2,5236
683,540,2023,total,12.8,6506
683,346,2023,total,12.4,87
683,408,2023,total,13.5,1695
683,24,2023,total,7.5,110
683,314,2023,total,14.9,341
683,269,2023,total,16.4,658
683,393,2023,total,11.7,2667
683,526,2023,total,12.6,3290
683,228,2023,total,12.4,3830
683,18,2023,total,17.9,168
683,847,2023,total,12.9,64028
683,699,2023,total,7.1,95
683,320,2023,total,13.3,306
683,97,2023,total,11.3,2052
683,65,2023,total,12.1,2007
683,567,2023,total,14.8,1933
683,30,2023,total,13.2,92
683,352,2023,total,14.0,273
683,157,2023,total,13.1,211
683,414,2023,total,16.2,2126
683,582,2023,total,14.6,2700
683,503,2023,total,12.2,25733
683,449,2023,total,11.4,169
683,570,2023,total,14.6,1818
683,493,2023,total,12.1,14861
683,901,2023,total,10.4,123405
683,965,2023,total,12.6,18916
683,234,2023,total,9.8,1068
683,387,2023,total,12.5,183
683,452,2023,total,14.2,1601
683,606,2023,total,13.4,13414
683,375,2023,total,13.1,155
683,420,2023,total,19.1,271
683,959,2023,total,13.8,11641
683,85,2023,total,11.2,7772
683,334,2023,total,17.2,266
683,302,2023,total,15.2,250
683,381,2023,total,18.6,201
683,850,2023,total,6.8,1191
683,208,2023,total,14.9,81
683,152,2023,total,14.0,6908
683,257,2023,total,12.3,1178
683,521,2023,total,11.0,4380
683,60,2023,total,13.4,1655
683,550,2023,total,15.1,4822
683,216,2023,total,9.8,321
683,59,2023,total,13.1,678
683,111,2023,total,14.8,126
683,139,2023,total,16.2,116
683,444,2023,total,13.7,373
683,732,2023,total,14.2,1406
683,403,2023,total,7.7,317
683,549,2023,total,14.8,2281
683,587,2023,total,13.8,1978
683,295,2023,total,14.0,322
683,614,2023,total,10.3,9346
683,432,2023,total,13.6,595
683,842,2023,total,12.4,94887
683,620,2023,total,6.8,1191
683,239,2023,total,11.4,1333
683,177,2023,total,11.5,7788
683,575,2023,total,11.4,1213
683,836,2023,total,12.5,83980
683,54,2023,total,17.7,274
683,164,2023,total,15.0,1886
683,376,2023,total,12.9,485
683,421,2023,total,12.2,312
683,502,2023,total,12.5,4584
683,562,2023,total,13.5,977
683,258,2023,total,14.3,111
683,303,2023,total,10.7,346
683,363,2023,total,8.0,50
683,960,2023,total,8.6,28167
683,183,2023,total,15.5,292
683,382,2023,total,12.8,228
683,973,2023,total,12.2,25733
683,48,2023,total,14.9,226
683,339,2023,total,12.1,3938
683,321,2023,total,14.8,223
683,29,2023,total,15.8,565
683,110,2023,total,14.5,216
683,399,2023,total,18.5,296
683,520,2023,total,13.8,2801
683,141,2023,total,12.5,556
683,601,2023,total,11.5,31467
683,402,2023,total,12.3,235
683,340,2023,total,6.9,74
683,519,2023,total,12.4,2351
683,73,2023,total,13.7,1333
683,282,2023,total,14.7,1676
683,797,2023,total,15.1,2288
683,514,2023,total,11.0,3779
683,499,2023,total,12.6,18916
683,210,2023,total,9.0,22
683,116,2023,total,17.7,263
683,36,2023,total,10.6,571
683,195,2023,total,16.7,1026
683,394,2023,total,13.2,369
683,66,2023,total,12.7,571
683,848,2023,total,11.4,56406
683,122,2023,total,11.8,2367
683,698,2023,total,14.6,2180
683,619,2023,total,13.1,8890
683,581,2023,total,14.3,1944
683,369,2023,total,15.4,686
683,171,2023,total,14.6,120
683,370,2023,total,13.8,376
683,357,2023,total,13.6,765
683,556,2023,total,13.9,9784
683,966,2023,total,11.4,12705
683,264,2023,total,15.7,319
683,12,2023,total,12.3,273
683,91,2023,total,10.8,2605
683,252,2023,total,16.5,1032
683,978,2023,total,11.5,31165
683,568,2023,total,13.3,9637
683,451,2023,total,15.9,565
683,560,2023,total,11.5,10829
683,607,2023,total,11.7,8962
683,359,2023,total,12.1,768
683,404,2023,total,12.4,1171
683,969,2023,total,9.5,24162
683,592,2023,total,16.4,1847
683,78,2023,total,15.2,459
683,153,2023,total,11.6,489
683,545,2023,total,13.0,5575
683,121,2023,total,10.3,956
683,577,2023,total,13.5,1137
683,795,2023,total,15.1,980
683,46,2023,total,8.6,28167
683,201,2023,total,12.6,876
683,75,2023,total,13.3,420
683,61,2023,total,13.4,570
683,905,2023,total,12.5,49742
683,138,2023,total,14.7,712
683,294,2023,total,11.0,3230
683,280,2023,total,14.1,307
683,265,2023,total,11.1,684
683,327,2023,total,12.5,4098
683,371,2023,total,13.4,572
683,510,2023,total,9.6,78296
683,843,2023,total,13.4,96010
683,342,2023,total,12.1,229
683,356,2023,total,12.9,154
683,11,2023,total,11.1,303
683,574,2023,total,10.6,6079
683,103,2023,total,16.6,136
683,516,2023,total,10.6,1487
683,313,2023,total,11.9,1720
683,392,2023,total,17.5,305
683,497,2023,total,14.7,21055
683,64,2023,total,16.7,574
683,212,2023,total,8.1,180
683,563,2023,total,13.8,1810
683,846,2023,total,13.9,65588
683,182,2023,total,16.8,959
683,595,2023,total,12.6,1310
683,135,2023,total,16.7,1170
683,291,2023,total,15.4,199
683,902,2023,total,11.3,57495
683,156,2023,total,11.7,648
683,338,2023,total,20.0,495
683,233,2023,total,11.2,157
683,489,2023,total,11.5,31165
683,93,2023,total,18.2,352
683,854,2023,total,10.1,370
683,388,2023,total,12.5,1489
683,494,2023,total,13.4,13414
683,204,2023,total,14.3,1410
683,798,2023,total,16.1,516
683,43,2023,total,12.8,635
683,283,2023,total,15.9,451
683,310,2023,total,15.5,641
683,127,2023,total,18.0,222
683,22,2023,total,11.0,616
683,316,2023,total,13.9,307
683,849,2023,total,12.5,49338
683,100,2023,total,14.9,1147
683,117,2023,total,13.7,1640
683,588,2023,total,12.4,3613
683,207,2023,total,12.5,1176
683,958,2023,total,13.8,15148
683,35,2023,total,13.7,423
683,196,2023,total,19.6,88
683,241,2023,total,14.1,718
683,425,2023,total,11.5,1899
683,618,2023,total,13.0,4540
683,350,2023,total,15.5,431
683,226,2023,total,16.6,219
683,977,2023,total,10.7,14791
683,615,2023,total,12.5,5211
683,145,2023,total,12.2,975
683,524,2023,total,15.0,1693
683,114,2023,total,6.8,400
683,160,2023,total,10.9,23
683,25,2023,total,15.0,1569
683,422,2023,total,11.3,212
683,53,2023,total,14.5,206
683,163,2023,total,13.5,306
683,835,2023,total,14.4,46672
683,83,2023,total,15.4,175
683,268,2023,total,12.5,413
683,319,2023,total,16.4,176
683,178,2023,total,11.9,533
683,223,2023,total,14.7,78
683,49,2023,total,11.3,1578
683,272,2023,total,11.7,79
683,32,2023,total,12.3,86
683,349,2023,total,15.7,150
683,527,2023,total,14.0,2849
683,974,2023,total,14.7,21055
683,531,2023,total,11.8,25700
683,247,2023,total,17.1,907
683,353,2023,total,9.4,1185
683,962,2023,total,12.9,5591
683,290,2023,total,16.8,470
683,552,2023,total,17.6,833
683,612,2023,total,12.5,17106
683,398,2023,total,15.3,476
683,28,2023,total,14.6,563
683,142,2023,total,11.7,2959
683,374,2023,total,14.2,344
683,175,2023,total,9.8,16
683,585,2023,total,12.6,2917
683,506,2023,total,6.8,1191
683,956,2023,total,6.8,1191
683,102,2023,total,16.3,488
683,423,2023,total,15.7,336
683,971,2023,total,10.3,9750
683,284,2023,total,10.0,1096
683,558,2023,total,16.4,1870
683,603,2023,total,13.1,13298
683,361,2023,total,15.2,265
683,237,2023,total,13.5,633
683,517,2023,total,12.4,4703
683,9,2023,total,12.5,675
683,181,2023,total,12.5,203
683,33,2023,total,12.1,1560
683,166,2023,total,13.7,99
683,564,2023,total,14.5,1881
683,378,2023,total,11.7,13799
683,198,2023,total,10.4,1185
683,119,2023,total,11.6,537
683,243,2023,total,13.7,434
683,500,2023,total,13.8,15148
683,15,2023,total,8.1,48
683,261,2023,total,10.6,10546
683,629,2023,total,9.7,85922
683,323,2023,total,12.1,1979
683,658,2023,total,11.8,361307
683,400,2023,total,10.6,79
683,219,2023,total,6.9,477
683,596,2023,total,6.9,477
683,311,2023,total,13.2,633
683,838,2023,total,13.1,13430
683,143,2023,total,11.2,269
683,27,2023,total,5.8,18
683,541,2023,total,11.4,5787
683,799,2023,total,10.5,2714
683,721,2023,total,15.6,2879
683,220,2023,total,13.6,167
683,38,2023,total,16.0,309
683,148,2023,total,12.2,153
683,193,2023,total,10.8,1341
683,833,2023,total,10.6,136703
683,4,2023,total,12.7,177
683,435,2023,total,5.2,14
683,591,2023,total,13.3,681
683,68,2023,total,9.4,326
683,968,2023,total,13.1,13430
683,617,2023,total,12.9,5591
683,578,2023,total,12.2,3447
683,317,2023,total,10.4,2384
683,490,2023,total,12.2,15491
683,794,2023,total,10.7,1027
683,76,2023,total,5.5,160
683,384,2023,total,15.1,434
683,976,2023,total,12.2,15491
683,200,2023,total,9.9,413
683,305,2023,total,15.2,488
683,266,2023,total,16.2,347
683,609,2023,total,13.7,8375
683,343,2023,total,13.9,323
683,355,2023,total,12.9,660
683,88,2023,total,13.8,1810
683,161,2023,total,13.5,8623
683,132,2023,total,14.2,139
683,39,2023,total,11.1,612
683,590,2023,total,12.9,4167
683,331,2023,total,10.4,373
683,99,2023,total,15.1,551
683,273,2023,total,12.8,308
683,63,2023,total,13.3,876
683,213,2023,total,10.4,320
683,547,2023,total,14.5,3785
683,530,2023,total,14.0,3577
683,348,2023,total,13.3,307
683,528,2023,total,15.8,1535
683,727,2023,total,11.8,358765
683,82,2023,total,16.9,534
683,963,2023,total,13.1,13298
683,186,2023,total,13.9,1135
683,248,2023,total,12.2,2376
683,354,2023,total,9.8,364
683,292,2023,total,12.0,5739
683,903,2023,total,12.9,65536
683,306,2023,total,15.5,133
683,385,2023,total,16.9,295
683,611,2023,total,14.6,20536
683,491,2023,total,13.1,13298
683,107,2023,total,14.6,797
683,174,2023,total,15.0,218
683,845,2023,total,10.4,123405
683,584,2023,total,15.7,2399
683,553,2023,total,16.4,3671
683,572,2023,total,14.8,1760
683,505,2023,total,13.1,13430
683,373,2023,total,10.5,311
683,970,2023,total,12.5,35582
683,285,2023,total,16.5,413
683,255,2023,total,10.7,598
683,300,2023,total,16.5,302
683,559,2023,total,16.9,2322
683,957,2023,total,11.7,8962
683,21,2023,total,11.7,808
683,405,2023,total,15.1,283
683,589,2023,total,12.6,4405
683,101,2023,total,16.0,139
683,206,2023,total,13.9,676
683,167,2023,total,12.3,1171
683,70,2023,total,13.0,351
683,150,2023,total,14.0,207
683,94,2023,total,12.1,2386
683,604,2023,total,12.6,37090
683,45,2023,total,15.7,363
683,231,2023,total,12.3,555
683,840,2023,total,9.7,86168
683,417,2023,total,15.3,219
683,430,2023,total,14.9,264
683,535,2023,total,15.3,2590
683,616,2023,total,12.1,25510
683,336,2023,total,12.3,738
683,57,2023,total,12.4,766
683,113,2023,total,15.1,1436
683,839,2023,total,6.8,1191
683,312,2023,total,14.3,1982
683,496,2023,total,13.8,11641
683,523,2023,total,12.3,9418
683,297,2023,total,11.1,126
683,192,2023,total,5.8,65
